,player_id,rapm_off,rapm_def,rapm,rapm_rank,rapm_off_rank,rapm_def_rank,rapm_intercept,player_name,min_season,max_season
128,201939.0,4.34,1.1,5.44,1.0,1.0,54.0,104.24,Stephen Curry,2017,2017
109,201580.0,3.83,0.21,4.04,2.0,2.0,173.0,104.24,JaVale McGee,2017,2017
236,203110.0,1.41,2.32,3.73,3.0,42.0,5.0,104.24,Draymond Green,2017,2017
59,101161.0,1.44,2.19,3.63,4.0,40.0,7.0,104.24,Amir Johnson,2017,2017
272,203497.0,0.87,2.7,3.56,5.0,77.0,1.0,104.24,Rudy Gobert,2017,2017
76,201144.0,2.38,0.94,3.33,6.0,9.0,62.0,104.24,Mike Conley,2017,2017
333,203999.0,2.82,0.41,3.23,7.0,7.0,130.0,104.24,Nikola Jokic,2017,2017
330,203991.0,2.23,0.85,3.08,8.0,11.0,71.0,104.24,Clint Capela,2017,2017
18,2544.0,3.54,-0.47,3.07,9.0,5.0,351.0,104.24,LeBron James,2017,2017
216,203078.0,3.51,-0.52,2.99,10.0,6.0,353.0,104.24,Bradley Beal,2017,2017
278,203506.0,0.44,2.48,2.92,11.0,130.0,3.0,104.24,Victor Oladipo,2017,2017
46,101108.0,2.03,0.79,2.82,12.0,16.0,79.0,104.24,Chris Paul,2017,2017
74,201142.0,2.5,0.09,2.59,13.0,8.0,197.0,104.24,Kevin Durant,2017,2017
118,201599.0,1.66,0.91,2.57,14.0,30.0,66.0,104.24,DeAndre Jordan,2017,2017
188,202691.0,1.26,1.28,2.53,15.0,49.0,36.0,104.24,Klay Thompson,2017,2017
363,1626169.0,1.23,1.27,2.5,16.0,50.0,37.0,104.24,Stanley Johnson,2017,2017
32,2734.0,-0.12,2.58,2.46,17.0,239.0,2.0,104.24,Devin Harris,2017,2017
213,202738.0,3.59,-1.14,2.45,18.0,4.0,422.0,104.24,Isaiah Thomas,2017,2017
235,203109.0,1.75,0.68,2.43,19.0,24.0,91.0,104.24,Jae Crowder,2017,2017
1,1717.0,1.29,1.12,2.41,20.0,47.0,50.0,104.24,Dirk Nowitzki,2017,2017
34,2738.0,1.46,0.81,2.27,21.0,39.0,76.0,104.24,Andre Iguodala,2017,2017
198,202703.0,1.71,0.49,2.21,22.0,28.0,116.0,104.24,Nikola Mirotic,2017,2017
180,202681.0,3.76,-1.55,2.2,23.0,3.0,449.0,104.24,Kyrie Irving,2017,2017
3,1891.0,-0.18,2.37,2.19,24.0,256.0,4.0,104.24,Jason Terry,2017,2017
159,202330.0,1.23,0.95,2.17,25.0,51.0,61.0,104.24,Gordon Hayward,2017,2017
71,200782.0,0.88,1.24,2.13,26.0,75.0,40.0,104.24,P.J. Tucker,2017,2017
202,202710.0,0.59,1.5,2.09,27.0,112.0,23.0,104.24,Jimmy Butler,2017,2017
48,101112.0,1.08,0.99,2.07,28.0,63.0,57.0,104.24,Channing Frye,2017,2017
101,201568.0,1.95,0.06,2.01,29.0,19.0,207.0,104.24,Danilo Gallinari,2017,2017
192,202695.0,2.18,-0.18,2.0,30.0,13.0,276.0,104.24,Kawhi Leonard,2017,2017
106,201577.0,1.04,0.93,1.97,31.0,64.0,63.0,104.24,Robin Lopez,2017,2017
244,203141.0,0.51,1.45,1.96,32.0,118.0,26.0,104.24,Mirza Teletovic,2017,2017
146,201976.0,2.01,-0.08,1.92,33.0,18.0,236.0,104.24,Patrick Beverley,2017,2017
99,201566.0,2.32,-0.39,1.92,34.0,10.0,333.0,104.24,Russell Westbrook,2017,2017
69,200768.0,0.5,1.39,1.89,35.0,122.0,32.0,104.24,Kyle Lowry,2017,2017
111,201583.0,1.27,0.59,1.87,36.0,48.0,99.0,104.24,Ryan Anderson,2017,2017
122,201627.0,0.9,0.92,1.82,37.0,73.0,64.0,104.24,Anthony Morrow,2017,2017
341,204060.0,1.74,0.05,1.79,38.0,25.0,208.0,104.24,Joe Ingles,2017,2017
217,203079.0,1.61,0.15,1.77,39.0,31.0,185.0,104.24,Dion Waiters,2017,2017
195,202699.0,0.36,1.39,1.76,40.0,140.0,31.0,104.24,Tobias Harris,2017,2017
133,201949.0,0.3,1.45,1.75,41.0,147.0,25.0,104.24,James Johnson,2017,2017
327,203957.0,-0.01,1.74,1.73,42.0,211.0,17.0,104.24,Dante Exum,2017,2017
160,202331.0,1.48,0.23,1.71,43.0,38.0,168.0,104.24,Paul George,2017,2017
317,203937.0,-0.44,2.14,1.7,44.0,313.0,9.0,104.24,Kyle Anderson,2017,2017
250,203382.0,-0.48,2.17,1.69,46.0,324.0,8.0,104.24,Aron Baynes,2017,2017
463,1627884.0,0.48,1.21,1.69,45.0,123.0,42.0,104.24,Derrick Jones Jr.,2017,2017
270,203493.0,0.86,0.8,1.66,47.0,79.0,78.0,104.24,Reggie Bullock,2017,2017
297,203898.0,0.35,1.26,1.61,48.0,141.0,39.0,104.24,Tyler Ennis,2017,2017
257,203468.0,0.97,0.62,1.59,49.0,67.0,96.0,104.24,CJ McCollum,2017,2017
258,203469.0,0.18,1.41,1.59,50.0,170.0,30.0,104.24,Cody Zeller,2017,2017
440,1627789.0,-0.09,1.66,1.57,51.0,233.0,19.0,104.24,Timothe Luwawu-Cabarrot,2017,2017
238,203114.0,0.86,0.7,1.56,53.0,78.0,87.0,104.24,Khris Middleton,2017,2017
351,1626153.0,-0.46,2.02,1.56,52.0,319.0,10.0,104.24,Delon Wright,2017,2017
260,203473.0,-0.22,1.77,1.54,55.0,265.0,16.0,104.24,Dewayne Dedmon,2017,2017
275,203501.0,0.76,0.78,1.54,54.0,89.0,80.0,104.24,Tim Hardaway Jr.,2017,2017
187,202689.0,1.66,-0.13,1.53,57.0,29.0,258.0,104.24,Kemba Walker,2017,2017
163,202335.0,0.97,0.56,1.53,56.0,68.0,104.0,104.24,Patrick Patterson,2017,2017
171,202355.0,1.09,0.42,1.51,58.0,62.0,127.0,104.24,Hassan Whiteside,2017,2017
141,201961.0,-0.0,1.5,1.5,59.0,210.0,24.0,104.24,Wayne Ellington,2017,2017
52,101133.0,-0.3,1.79,1.49,61.0,283.0,15.0,104.24,Ian Mahinmi,2017,2017
453,1627848.0,1.73,-0.24,1.49,62.0,26.0,292.0,104.24,Shawn Long,2017,2017
0,1713.0,0.67,0.83,1.49,60.0,99.0,73.0,104.24,Vince Carter,2017,2017
136,201952.0,1.77,-0.29,1.48,63.0,22.0,309.0,104.24,Jeff Teague,2017,2017
219,203081.0,1.72,-0.24,1.48,64.0,27.0,291.0,104.24,Damian Lillard,2017,2017
459,1627855.0,1.04,0.44,1.47,65.0,65.0,126.0,104.24,Okaro White,2017,2017
148,201988.0,0.65,0.81,1.46,66.0,103.0,77.0,104.24,Patty Mills,2017,2017
157,202328.0,1.09,0.35,1.45,67.0,61.0,142.0,104.24,Greg Monroe,2017,2017
254,203460.0,0.46,0.97,1.43,68.0,126.0,58.0,104.24,Andre Roberson,2017,2017
124,201933.0,1.53,-0.11,1.42,69.0,36.0,248.0,104.24,Blake Griffin,2017,2017
131,201943.0,1.03,0.38,1.41,70.0,66.0,138.0,104.24,Brandon Jennings,2017,2017
26,2585.0,0.83,0.5,1.33,71.0,82.0,114.0,104.24,Zaza Pachulia,2017,2017
152,202322.0,2.02,-0.7,1.32,72.0,17.0,380.0,104.24,John Wall,2017,2017
153,202323.0,0.15,1.15,1.3,73.0,179.0,47.0,104.24,Evan Turner,2017,2017
396,1627734.0,-0.99,2.23,1.25,74.0,405.0,6.0,104.24,Domantas Sabonis,2017,2017
319,203940.0,0.29,0.96,1.24,75.0,151.0,60.0,104.24,Adreian Payne,2017,2017
2,1718.0,0.64,0.59,1.23,76.0,106.0,101.0,104.24,Paul Pierce,2017,2017
413,1627751.0,-0.13,1.35,1.22,77.0,243.0,33.0,104.24,Jakob Poeltl,2017,2017
85,201158.0,1.29,-0.09,1.2,78.0,46.0,242.0,104.24,Marco Belinelli,2017,2017
271,203496.0,-0.7,1.89,1.19,79.0,364.0,14.0,104.24,Robert Covington,2017,2017
358,1626163.0,1.41,-0.22,1.19,80.0,41.0,286.0,104.24,Frank Kaminsky,2017,2017
86,201160.0,-0.07,1.24,1.18,81.0,228.0,41.0,104.24,Jason Smith,2017,2017
227,203090.0,1.1,0.06,1.16,83.0,60.0,205.0,104.24,Maurice Harkless,2017,2017
465,2772201935.0,1.55,-0.38,1.16,82.0,33.0,331.0,104.24,Trevor Ariza,2017,2017
466,2772201935.0,1.55,-0.38,1.16,82.0,33.0,331.0,104.24,James Harden,2017,2017
285,203524.0,-0.39,1.54,1.15,84.0,304.0,21.0,104.24,Solomon Hill,2017,2017
298,203901.0,1.19,-0.04,1.14,85.0,53.0,229.0,104.24,Elfrid Payton,2017,2017
53,101135.0,0.67,0.47,1.14,87.0,98.0,120.0,104.24,David Lee,2017,2017
214,203076.0,-0.43,1.57,1.14,86.0,312.0,20.0,104.24,Anthony Davis,2017,2017
249,203210.0,1.53,-0.42,1.11,88.0,35.0,338.0,104.24,JaMychal Green,2017,2017
16,2440.0,-0.9,1.99,1.09,89.0,395.0,11.0,104.24,Matt Barnes,2017,2017
464,1628021.0,-0.46,1.5,1.05,90.0,317.0,22.0,104.24,David Nwaba,2017,2017
423,1627763.0,1.77,-0.76,1.01,91.0,23.0,391.0,104.24,Malcolm Brogdon,2017,2017
398,1627736.0,0.29,0.71,1.0,94.0,150.0,86.0,104.24,Malik Beasley,2017,2017
38,2749.0,1.13,-0.13,1.0,93.0,58.0,256.0,104.24,Jameer Nelson,2017,2017
121,201609.0,0.74,0.26,1.0,92.0,91.0,159.0,104.24,Goran Dragic,2017,2017
41,2757.0,-0.11,1.1,0.99,95.0,235.0,53.0,104.24,Beno Udrih,2017,2017
361,1626167.0,0.16,0.82,0.98,96.0,173.0,74.0,104.24,Myles Turner,2017,2017
286,203526.0,0.46,0.51,0.97,97.0,127.0,110.0,104.24,Raul Neto,2017,2017
172,202357.0,-0.37,1.33,0.97,98.0,296.0,34.0,104.24,Nemanja Bjelica,2017,2017
391,1626257.0,0.25,0.72,0.97,99.0,159.0,85.0,104.24,Salah Mejri,2017,2017
450,1627832.0,-0.2,1.16,0.96,100.0,260.0,45.0,104.24,Fred VanVleet,2017,2017
331,203994.0,0.04,0.91,0.95,102.0,201.0,67.0,104.24,Jusuf Nurkic,2017,2017
201,202709.0,0.31,0.65,0.95,101.0,145.0,93.0,104.24,Cory Joseph,2017,2017
96,201229.0,0.47,0.46,0.93,104.0,125.0,122.0,104.24,Anthony Tolliver,2017,2017
282,203516.0,-0.49,1.43,0.93,103.0,326.0,27.0,104.24,James Ennis III,2017,2017
280,203510.0,0.34,0.57,0.91,105.0,143.0,103.0,104.24,Pierre Jackson,2017,2017
334,204001.0,0.22,0.69,0.91,106.0,164.0,89.0,104.24,Kristaps Porzingis,2017,2017
167,202339.0,1.36,-0.46,0.9,107.0,44.0,348.0,104.24,Eric Bledsoe,2017,2017
