,player_id,rapm_off,rapm_def,rapm,rapm_rank,rapm_off_rank,rapm_def_rank,rapm_intercept,player_name,min_season,max_season
69,200768.0,3.51,0.83,4.34,1.0,1.0,76.0,103.35,Kyle Lowry,2017,2017
166,202335.0,2.39,1.49,3.88,2.0,12.0,17.0,103.35,Patrick Patterson,2017,2017
129,201939.0,3.28,0.5,3.79,3.0,2.0,123.0,103.35,Stephen Curry,2017,2017
147,201976.0,2.57,1.01,3.58,4.0,8.0,57.0,103.35,Patrick Beverley,2017,2017
46,101108.0,1.82,1.52,3.34,5.0,22.0,15.0,103.35,Chris Paul,2017,2017
99,201566.0,2.05,1.28,3.34,6.0,17.0,29.0,103.35,Russell Westbrook,2017,2017
117,201588.0,1.49,1.8,3.29,7.0,39.0,8.0,103.35,George Hill,2017,2017
19,2544.0,2.58,0.68,3.26,8.0,7.0,95.0,103.35,LeBron James,2017,2017
189,202691.0,2.39,0.86,3.25,9.0,13.0,71.0,103.35,Klay Thompson,2017,2017
150,201988.0,1.71,1.45,3.16,10.0,26.0,21.0,103.35,Patty Mills,2017,2017
234,203109.0,1.84,1.26,3.1,11.0,20.0,32.0,103.35,Jae Crowder,2017,2017
100,201567.0,1.55,1.54,3.09,12.0,31.0,13.0,103.35,Kevin Love,2017,2017
74,200794.0,0.25,2.79,3.04,13.0,159.0,1.0,103.35,Paul Millsap,2017,2017
202,202710.0,1.72,1.19,2.91,14.0,25.0,39.0,103.35,Jimmy Butler,2017,2017
121,201601.0,0.5,2.31,2.81,15.0,120.0,3.0,103.35,Luc Mbah a Moute,2017,2017
235,203110.0,1.68,1.1,2.78,16.0,28.0,49.0,103.35,Draymond Green,2017,2017
57,101150.0,2.62,0.08,2.7,17.0,5.0,203.0,103.35,Lou Williams,2017,2017
161,202329.0,0.16,2.36,2.52,18.0,172.0,2.0,103.35,Al-Farouq Aminu,2017,2017
264,203484.0,1.39,1.11,2.5,19.0,45.0,46.0,103.35,Kentavious Caldwell-Pope,2017,2017
271,203497.0,0.55,1.95,2.49,20.0,111.0,6.0,103.35,Rudy Gobert,2017,2017
76,201142.0,2.03,0.45,2.48,21.0,18.0,126.0,103.35,Kevin Durant,2017,2017
207,202720.0,0.44,1.96,2.41,22.0,133.0,5.0,103.35,Jon Leuer,2017,2017
274,203501.0,2.09,0.23,2.32,23.0,16.0,168.0,103.35,Tim Hardaway Jr.,2017,2017
65,200752.0,0.57,1.75,2.32,24.0,109.0,11.0,103.35,Rudy Gay,2017,2017
292,203613.0,0.5,1.76,2.27,25.0,118.0,10.0,103.35,Jonathon Simmons,2017,2017
257,203469.0,0.77,1.46,2.24,26.0,85.0,19.0,103.35,Cody Zeller,2017,2017
80,201147.0,1.23,0.96,2.19,27.0,56.0,63.0,103.35,Corey Brewer,2017,2017
210,202732.0,0.95,1.23,2.18,28.0,73.0,36.0,103.35,DeAndre Liggins,2017,2017
278,203507.0,1.08,1.09,2.17,29.0,64.0,51.0,103.35,Giannis Antetokounmpo,2017,2017
160,202328.0,2.6,-0.48,2.12,30.0,6.0,326.0,103.35,Greg Monroe,2017,2017
5,1938.0,1.28,0.8,2.09,34.0,54.0,79.0,103.35,Manu Ginobili,2017,2017
149,201980.0,1.55,0.55,2.09,32.0,33.0,119.0,103.35,Danny Green,2017,2017
125,201933.0,1.52,0.57,2.09,33.0,36.0,114.0,103.35,Blake Griffin,2017,2017
280,203512.0,1.54,0.56,2.09,31.0,34.0,117.0,103.35,Lucas Nogueira,2017,2017
63,200746.0,1.29,0.8,2.08,35.0,52.0,81.0,103.35,LaMarcus Aldridge,2017,2017
345,1626149.0,2.4,-0.36,2.04,36.0,11.0,305.0,103.35,Montrezl Harrell,2017,2017
330,203999.0,1.77,0.22,2.0,37.0,24.0,172.0,103.35,Nikola Jokic,2017,2017
193,202695.0,2.21,-0.23,1.98,38.0,15.0,284.0,103.35,Kawhi Leonard,2017,2017
102,201569.0,0.66,1.27,1.94,39.0,97.0,30.0,103.35,Eric Gordon,2017,2017
116,201587.0,1.33,0.58,1.9,40.0,49.0,113.0,103.35,Nicolas Batum,2017,2017
26,2585.0,0.48,1.38,1.85,41.0,126.0,26.0,103.35,Zaza Pachulia,2017,2017
215,203078.0,0.73,1.11,1.84,42.0,91.0,48.0,103.35,Bradley Beal,2017,2017
66,200755.0,1.54,0.29,1.83,43.0,35.0,159.0,103.35,JJ Redick,2017,2017
314,203935.0,1.14,0.67,1.8,44.0,61.0,97.0,103.35,Marcus Smart,2017,2017
248,203382.0,0.76,1.03,1.79,46.0,87.0,56.0,103.35,Aron Baynes,2017,2017
273,203500.0,0.41,1.38,1.79,45.0,137.0,25.0,103.35,Steven Adams,2017,2017
390,1627098.0,0.0,1.78,1.78,47.0,216.0,9.0,103.35,Malcolm Delaney,2017,2017
252,203460.0,1.7,0.06,1.76,49.0,27.0,207.0,103.35,Andre Roberson,2017,2017
371,1626181.0,1.59,0.17,1.76,48.0,30.0,185.0,103.35,Norman Powell,2017,2017
305,203918.0,0.46,1.23,1.69,50.0,130.0,35.0,103.35,Rodney Hood,2017,2017
281,203516.0,0.49,1.19,1.68,51.0,121.0,40.0,103.35,James Ennis III,2017,2017
285,203526.0,0.38,1.27,1.65,52.0,141.0,31.0,103.35,Raul Neto,2017,2017
188,202689.0,1.89,-0.29,1.6,54.0,19.0,294.0,103.35,Kemba Walker,2017,2017
58,101161.0,0.64,0.97,1.6,53.0,100.0,62.0,103.35,Amir Johnson,2017,2017
0,1713.0,0.85,0.73,1.58,55.0,77.0,87.0,103.35,Vince Carter,2017,2017
324,203954.0,0.02,1.53,1.55,56.0,210.0,14.0,103.35,Joel Embiid,2017,2017
268,203490.0,0.82,0.71,1.53,57.0,81.0,90.0,103.35,Otto Porter Jr.,2017,2017
359,1626167.0,1.09,0.38,1.47,58.0,62.0,139.0,103.35,Myles Turner,2017,2017
260,203476.0,0.48,0.97,1.45,59.0,125.0,61.0,103.35,Gorgui Dieng,2017,2017
429,1627785.0,1.04,0.37,1.42,60.0,65.0,143.0,103.35,Isaiah Whitehead,2017,2017
126,201935.0,2.96,-1.55,1.41,61.0,3.0,434.0,103.35,James Harden,2017,2017
13,2225.0,1.23,0.15,1.38,62.0,55.0,190.0,103.35,Tony Parker,2017,2017
162,202330.0,0.84,0.52,1.36,63.0,78.0,121.0,103.35,Gordon Hayward,2017,2017
246,203200.0,0.76,0.57,1.33,64.0,88.0,115.0,103.35,Justin Holiday,2017,2017
112,201583.0,1.46,-0.14,1.32,65.0,40.0,260.0,103.35,Ryan Anderson,2017,2017
394,1627736.0,0.59,0.73,1.32,66.0,105.0,85.0,103.35,Malik Beasley,2017,2017
119,201599.0,0.67,0.64,1.31,67.0,96.0,100.0,103.35,DeAndre Jordan,2017,2017
141,201960.0,1.02,0.24,1.25,68.0,67.0,163.0,103.35,DeMarre Carroll,2017,2017
219,203082.0,1.61,-0.37,1.25,69.0,29.0,306.0,103.35,Terrence Ross,2017,2017
9,2200.0,1.03,0.19,1.22,70.0,66.0,177.0,103.35,Pau Gasol,2017,2017
184,202684.0,0.07,1.14,1.21,71.0,194.0,43.0,103.35,Tristan Thompson,2017,2017
39,2754.0,-0.04,1.25,1.2,72.0,226.0,33.0,103.35,Tony Allen,2017,2017
8,2199.0,1.42,-0.22,1.2,73.0,42.0,283.0,103.35,Tyson Chandler,2017,2017
108,201578.0,1.51,-0.33,1.18,74.0,37.0,299.0,103.35,Marreese Speights,2017,2017
54,101139.0,0.76,0.39,1.14,75.0,89.0,137.0,103.35,CJ Miles,2017,2017
374,1626191.0,0.48,0.63,1.12,76.0,124.0,101.0,103.35,Chris McCullough,2017,2017
110,201580.0,0.81,0.3,1.11,77.0,82.0,156.0,103.35,JaVale McGee,2017,2017
418,1627763.0,0.5,0.59,1.09,78.0,119.0,109.0,103.35,Malcolm Brogdon,2017,2017
259,203473.0,-0.37,1.46,1.09,79.0,289.0,20.0,103.35,Dewayne Dedmon,2017,2017
101,201568.0,0.71,0.38,1.09,80.0,93.0,138.0,103.35,Danilo Gallinari,2017,2017
55,101141.0,0.25,0.83,1.08,81.0,160.0,74.0,103.35,Ersan Ilyasova,2017,2017
290,203584.0,0.41,0.65,1.07,83.0,136.0,98.0,103.35,Troy Daniels,2017,2017
12,2216.0,-0.34,1.41,1.07,82.0,282.0,23.0,103.35,Zach Randolph,2017,2017
391,1627733.0,0.8,0.24,1.04,84.0,84.0,166.0,103.35,Dragan Bender,2017,2017
302,203914.0,2.7,-1.68,1.02,85.0,4.0,440.0,103.35,Gary Harris,2017,2017
226,203090.0,1.51,-0.49,1.01,86.0,38.0,328.0,103.35,Maurice Harkless,2017,2017
11,2210.0,0.85,0.15,1.01,87.0,76.0,186.0,103.35,Richard Jefferson,2017,2017
312,203932.0,1.15,-0.15,1.0,88.0,59.0,264.0,103.35,Aaron Gordon,2017,2017
381,1626204.0,0.62,0.35,0.98,89.0,101.0,144.0,103.35,Larry Nance Jr.,2017,2017
59,101162.0,0.58,0.4,0.97,90.0,108.0,136.0,103.35,Marcin Gortat,2017,2017
155,202322.0,1.37,-0.4,0.97,92.0,46.0,313.0,103.35,John Wall,2017,2017
183,202683.0,1.37,-0.4,0.97,91.0,47.0,312.0,103.35,Enes Kanter,2017,2017
