,player_id,rapm_off,rapm_def,rapm,rapm_rank,rapm_off_rank,rapm_def_rank,rapm_intercept,player_name,min_season,max_season
69,200768.0,3.49,0.84,4.33,1.0,1.0,74.0,103.49,Kyle Lowry,2017,2017
166,202335.0,2.38,1.49,3.87,2.0,11.0,19.0,103.49,Patrick Patterson,2017,2017
129,201939.0,3.27,0.52,3.79,3.0,2.0,122.0,103.49,Stephen Curry,2017,2017
147,201976.0,2.65,0.97,3.63,4.0,4.0,61.0,103.49,Patrick Beverley,2017,2017
46,101108.0,1.81,1.54,3.34,5.0,24.0,14.0,103.49,Chris Paul,2017,2017
117,201588.0,1.48,1.81,3.29,6.0,41.0,9.0,103.49,George Hill,2017,2017
19,2544.0,2.56,0.69,3.25,7.0,8.0,93.0,103.49,LeBron James,2017,2017
189,202691.0,2.37,0.87,3.24,8.0,12.0,71.0,103.49,Klay Thompson,2017,2017
150,201988.0,1.69,1.45,3.14,9.0,27.0,22.0,103.49,Patty Mills,2017,2017
234,203109.0,1.83,1.26,3.08,10.0,21.0,30.0,103.49,Jae Crowder,2017,2017
100,201567.0,1.53,1.55,3.08,11.0,35.0,13.0,103.49,Kevin Love,2017,2017
74,200794.0,0.24,2.8,3.03,12.0,161.0,1.0,103.49,Paul Millsap,2017,2017
99,201566.0,2.12,0.89,3.01,13.0,16.0,68.0,103.49,Russell Westbrook,2017,2017
202,202710.0,1.7,1.2,2.91,14.0,26.0,37.0,103.49,Jimmy Butler,2017,2017
121,201601.0,0.5,2.32,2.82,15.0,116.0,3.0,103.49,Luc Mbah a Moute,2017,2017
235,203110.0,1.67,1.1,2.77,16.0,28.0,48.0,103.49,Draymond Green,2017,2017
57,101150.0,2.61,0.08,2.69,17.0,5.0,203.0,103.49,Lou Williams,2017,2017
161,202329.0,0.15,2.37,2.52,18.0,175.0,2.0,103.49,Al-Farouq Aminu,2017,2017
264,203484.0,1.38,1.12,2.5,19.0,46.0,46.0,103.49,Kentavious Caldwell-Pope,2017,2017
271,203497.0,0.53,1.95,2.48,20.0,111.0,7.0,103.49,Rudy Gobert,2017,2017
76,201142.0,2.01,0.46,2.47,21.0,18.0,125.0,103.49,Kevin Durant,2017,2017
207,202720.0,0.43,1.96,2.39,22.0,135.0,6.0,103.49,Jon Leuer,2017,2017
65,200752.0,0.57,1.76,2.33,23.0,108.0,12.0,103.49,Rudy Gay,2017,2017
274,203501.0,2.08,0.24,2.32,24.0,17.0,167.0,103.49,Tim Hardaway Jr.,2017,2017
292,203613.0,0.49,1.77,2.26,25.0,119.0,11.0,103.49,Jonathon Simmons,2017,2017
80,201147.0,1.33,0.92,2.25,26.0,48.0,66.0,103.49,Corey Brewer,2017,2017
257,203469.0,0.76,1.47,2.23,27.0,86.0,20.0,103.49,Cody Zeller,2017,2017
345,1626149.0,2.57,-0.37,2.21,28.0,7.0,308.0,103.49,Montrezl Harrell,2017,2017
210,202732.0,0.94,1.24,2.18,29.0,73.0,33.0,103.49,DeAndre Liggins,2017,2017
278,203507.0,1.07,1.1,2.17,30.0,64.0,49.0,103.49,Giannis Antetokounmpo,2017,2017
160,202328.0,2.58,-0.47,2.12,31.0,6.0,325.0,103.49,Greg Monroe,2017,2017
125,201933.0,1.51,0.58,2.1,32.0,37.0,113.0,103.49,Blake Griffin,2017,2017
280,203512.0,1.53,0.56,2.09,33.0,36.0,116.0,103.49,Lucas Nogueira,2017,2017
149,201980.0,1.53,0.55,2.08,34.0,33.0,118.0,103.49,Danny Green,2017,2017
5,1938.0,1.27,0.8,2.08,35.0,55.0,80.0,103.49,Manu Ginobili,2017,2017
63,200746.0,1.27,0.8,2.07,36.0,54.0,81.0,103.49,LaMarcus Aldridge,2017,2017
