,player_id,rapm_off,rapm_def,rapm,rapm_rank,rapm_off_rank,rapm_def_rank,rapm_intercept,player_name,min_season,max_season
135,201939.0,5.39,0.94,6.32,1.0,1.0,83.0,103.33,Stephen Curry,2017,2017
72,200768.0,3.27,1.79,5.06,2.0,11.0,26.0,103.33,Kyle Lowry,2017,2017
19,2544.0,4.49,0.57,5.05,3.0,2.0,131.0,103.33,LeBron James,2017,2017
285,203497.0,1.16,3.67,4.83,4.0,72.0,1.0,103.33,Rudy Gobert,2017,2017
47,101108.0,2.86,1.94,4.8,5.0,15.0,20.0,103.33,Chris Paul,2017,2017
247,203109.0,2.55,1.82,4.38,6.0,26.0,25.0,103.33,Jae Crowder,2017,2017
213,202710.0,2.1,2.28,4.38,7.0,30.0,11.0,103.33,Jimmy Butler,2017,2017
116,201580.0,3.84,0.45,4.28,8.0,4.0,143.0,103.33,JaVale McGee,2017,2017
172,202335.0,2.58,1.63,4.21,9.0,22.0,33.0,103.33,Patrick Patterson,2017,2017
347,203999.0,3.29,0.84,4.12,10.0,9.0,93.0,103.33,Nikola Jokic,2017,2017
153,201976.0,3.13,0.99,4.12,11.0,13.0,77.0,103.33,Patrick Beverley,2017,2017
60,101161.0,1.27,2.77,4.04,12.0,68.0,4.0,103.33,Amir Johnson,2017,2017
248,203110.0,1.42,2.39,3.82,13.0,56.0,8.0,103.33,Draymond Green,2017,2017
227,203078.0,3.25,0.55,3.8,14.0,12.0,133.0,103.33,Bradley Beal,2017,2017
105,201566.0,3.68,-0.01,3.67,15.0,7.0,234.0,103.33,Russell Westbrook,2017,2017
199,202691.0,2.14,1.2,3.34,16.0,29.0,63.0,103.33,Klay Thompson,2017,2017
156,201988.0,1.66,1.52,3.19,17.0,44.0,40.0,103.33,Patty Mills,2017,2017
271,203469.0,0.68,2.46,3.14,18.0,115.0,6.0,103.33,Cody Zeller,2017,2017
106,201567.0,1.86,1.19,3.05,19.0,38.0,64.0,103.33,Kevin Love,2017,2017
288,203501.0,2.79,0.24,3.03,20.0,16.0,181.0,103.33,Tim Hardaway Jr.,2017,2017
77,200794.0,1.01,1.99,3.0,21.0,82.0,19.0,103.33,Paul Millsap,2017,2017
81,201144.0,2.57,0.32,2.88,22.0,23.0,165.0,103.33,Mike Conley,2017,2017
485,200755201599.0,1.9,0.96,2.87,23.0,35.0,79.0,103.33,DeAndre Jordan,2017,2017
486,200755201599.0,1.9,0.96,2.87,23.0,35.0,79.0,103.33,JJ Redick,2017,2017
123,201588.0,1.36,1.5,2.86,24.0,62.0,43.0,103.33,George Hill,2017,2017
262,203382.0,0.37,2.31,2.69,25.0,153.0,10.0,103.33,Aron Baynes,2017,2017
203,202695.0,3.46,-0.77,2.68,26.0,8.0,373.0,103.33,Kawhi Leonard,2017,2017
127,201601.0,0.4,2.27,2.67,27.0,152.0,13.0,103.33,Luc Mbah a Moute,2017,2017
79,201142.0,2.74,-0.07,2.67,28.0,18.0,251.0,103.33,Kevin Durant,2017,2017
291,203506.0,-0.78,3.34,2.56,29.0,364.0,2.0,103.33,Victor Oladipo,2017,2017
131,201933.0,2.58,-0.07,2.52,30.0,21.0,248.0,103.33,Blake Griffin,2017,2017
68,200752.0,0.59,1.89,2.49,31.0,129.0,23.0,103.33,Rudy Gay,2017,2017
198,202689.0,2.86,-0.39,2.47,32.0,14.0,317.0,103.33,Kemba Walker,2017,2017
168,202330.0,1.68,0.74,2.41,33.0,43.0,112.0,103.33,Gordon Hayward,2017,2017
299,203526.0,0.76,1.65,2.41,34.0,107.0,30.0,103.33,Raul Neto,2017,2017
118,201583.0,1.61,0.77,2.38,35.0,45.0,106.0,103.33,Ryan Anderson,2017,2017
209,202703.0,1.5,0.87,2.37,36.0,52.0,89.0,103.33,Nikola Mirotic,2017,2017
167,202329.0,0.22,2.14,2.36,37.0,176.0,15.0,103.33,Al-Farouq Aminu,2017,2017
166,202328.0,2.74,-0.41,2.34,38.0,17.0,319.0,103.33,Greg Monroe,2017,2017
59,101150.0,2.57,-0.29,2.28,39.0,25.0,298.0,103.33,Lou Williams,2017,2017
0,1713.0,1.26,1.0,2.27,40.0,69.0,74.0,103.33,Vince Carter,2017,2017
169,202331.0,2.01,0.25,2.26,41.0,32.0,176.0,103.33,Paul George,2017,2017
416,1627736.0,0.73,1.42,2.15,43.0,112.0,51.0,103.33,Malik Beasley,2017,2017
107,201568.0,1.57,0.58,2.15,42.0,47.0,129.0,103.33,Danilo Gallinari,2017,2017
